code,name,latest_price,change_pct,volume,turnover,market_cap_cny,float_market_cap_cny,pe_dynamic,pb,market_cap_100m_cny,float_market_cap_100m_cny,ts_code,area,industry,market,list_date,industry_boards,concept_boards,updated_at
301115,联检科技,30.88,-1.06,40607.0,127918724.48,5667247368.0,4779196128.0,-44.07,2.31,56.67247368,47.79196128,301115.SZ,江苏,建筑工程,创业板,20220831,建筑工程,,2026-06-29 13:11:43
300461,田中精机,36.06,-4.91,38577.0,142629252.0,5663464314.0,5181939447.0,-73.68,10.44,56.63464314,51.81939447,300461.SZ,浙江,专用机械,创业板,20150519,专用机械,,2026-06-29 13:11:43
002334,英威腾,6.88,-2.82,145686.0,101564452.0,5660455328.0,5056883207.0,-46.56,1.88,56.60455328,50.56883207,002334.SZ,深圳,电气设备,主板,20100113,电气设备,,2026-06-29 13:11:43
002052,同洲电子,7.52,-4.45,120467.0,92989356.0,5658346499.0,5184191406.0,218.1,20.31,56.58346499,51.84191406,002052.SZ,深圳,家用电器,主板,20060627,家用电器,,2026-06-29 13:11:43
603776,永安行,20.14,-1.95,39989.0,81201318.0,5654517920.0,5654517920.0,-276.93,1.65,56.5451792,56.5451792,603776.SH,江苏,公共交通,主板,20170817,公共交通,,2026-06-29 13:11:43
000521,长虹美菱,5.49,10.02,364115.0,199532938.69,5654281195.0,4805011712.0,20.12,0.96,56.54281195,48.05011712,000521.SZ,安徽,家用电器,主板,19931018,家用电器,,2026-06-29 13:11:43
688007,光峰科技,12.3,0.16,74289.0,90021312.0,5653272311.0,5653272311.0,-37.91,2.35,56.53272311,56.53272311,688007.SH,深圳,元器件,科创板,20190722,元器件,,2026-06-29 13:11:43
301282,金禄电子,26.8,-7.11,114328.0,323368288.82,5653027850.0,4732287050.0,158.57,3.32,56.5302785,47.3228705,301282.SZ,广东,元器件,创业板,20220826,元器件,,2026-06-29 13:11:43
605088,冠盛股份,27.87,0.18,34380.0,94711825.0,5649975097.0,5607273798.0,18.16,1.99,56.49975097,56.07273798,605088.SH,浙江,汽车配件,主板,20200817,汽车配件,,2026-06-29 13:11:43
000488,ST晨鸣,1.92,1.05,87430.0,16510582.22,5647595904.0,3252901920.0,-2.76,13.56,56.47595904,32.5290192,000488.SZ,山东,造纸,主板,20001120,造纸,,2026-06-29 13:11:43
000691,亚太实业,11.64,-4.59,198371.0,231982814.8,5644294200.0,3762862800.0,392.3,12.41,56.442942,37.628628,000691.SZ,甘肃,化工原料,主板,19970228,化工原料,,2026-06-29 13:11:43
301153,中科江南,15.86,-1.18,34679.0,55010247.05,5640839287.0,5261592239.0,-56.26,3.08,56.40839287,52.61592239,301153.SZ,北京,软件服务,创业板,20220518,软件服务,,2026-06-29 13:11:43
002983,芯瑞达,25.27,-5.21,60847.0,158931280.59,5638121862.0,3238540480.0,46.27,4.06,56.38121862,32.3854048,002983.SZ,安徽,元器件,主板,20200428,元器件,,2026-06-29 13:11:43
688334,西高院,17.78,-1.22,15666.0,27977994.0,5628782905.0,5550401607.0,21.19,1.93,56.28782905,55.50401607,688334.SH,陕西,电气设备,科创板,20230619,电气设备,,2026-06-29 13:11:43
300507,苏奥传感,7.03,2.63,97485.0,67853815.2,5628547756.0,5448190414.0,108.01,2.66,56.28547756,54.48190414,300507.SZ,江苏,汽车配件,创业板,20160429,汽车配件,,2026-06-29 13:11:43
605555,德昌股份,11.62,-0.68,41828.0,48807668.0,5624882245.0,5624882245.0,111.07,1.97,56.24882245,56.24882245,605555.SH,浙江,家用电器,主板,20211021,家用电器,,2026-06-29 13:11:43
002876,三利谱,32.34,-4.94,113551.0,383847663.0,5623438701.0,4816771926.0,42.2,2.34,56.23438701,48.16771926,002876.SZ,深圳,元器件,主板,20170525,元器件,,2026-06-29 13:11:43
600520,三佳科技,35.49,-1.42,230227.0,835010173.0,5622680700.0,5622680700.0,942.04,14.28,56.226807,56.226807,600520.SH,安徽,半导体,主板,20020108,半导体,,2026-06-29 13:11:43
603068,博通集成,37.04,-1.38,92277.0,335827199.0,5622202296.0,5622202296.0,86.58,3.2,56.22202296,56.22202296,603068.SH,上海,半导体,主板,20190415,半导体,,2026-06-29 13:11:43
300885,海昌新材,22.62,-4.76,48437.0,112171776.95,5613193716.0,3777942071.0,58.26,6.27,56.13193716,37.77942071,300885.SZ,江苏,机械基件,创业板,20200910,机械基件,,2026-06-29 13:11:43
002042,华孚时尚,3.3,-2.37,207178.0,69102136.0,5612248472.0,5612248472.0,55.41,0.95,56.12248472,56.12248472,002042.SZ,安徽,纺织,主板,20050427,纺织,,2026-06-29 13:11:43
688069,德林海,35.83,-2.5,27254.0,98949982.0,5612161680.0,5612161680.0,-196.71,4.52,56.1216168,56.1216168,688069.SH,江苏,环境保护,科创板,20200722,环境保护,,2026-06-29 13:11:43
600368,五洲交通,3.48,0.29,74395.0,25639910.0,5601595426.0,5601595426.0,7.1,0.78,56.01595426,56.01595426,600368.SH,广西,路桥,主板,20001221,路桥,,2026-06-29 13:11:43
600819,耀皮玻璃,5.73,0.53,92984.0,53564527.0,5596818028.0,4282694064.0,57.84,1.44,55.96818028,42.82694064,600819.SH,上海,玻璃,主板,19940128,玻璃,,2026-06-29 13:11:43
002662,峰璟股份,3.73,-2.86,178545.0,67949450.38,5595000000.0,5594929503.0,67.14,1.27,55.95,55.94929503,002662.SZ,北京,汽车配件,主板,20120309,汽车配件,,2026-06-29 13:11:43
000957,中通客车,9.43,0.86,114992.0,105103613.69,5591084116.0,5591084116.0,14.05,1.73,55.91084116,55.91084116,000957.SZ,山东,汽车整车,主板,20000113,汽车整车,,2026-06-29 13:11:43
300816,艾可蓝,69.8,-2.31,17626.0,127661805.72,5584000000.0,4073900313.0,70.29,5.89,55.84,40.73900313,300816.SZ,安徽,汽车配件,创业板,20200210,汽车配件,,2026-06-29 13:11:43
601121,宝地矿业,5.67,-0.7,70035.0,39847175.0,5580656381.0,4536000000.0,37.75,1.3,55.80656381,45.36,601121.SH,新疆,普钢,主板,20230310,普钢,,2026-06-29 13:11:43
603708,家家悦,8.74,1.51,33625.0,28878310.0,5579080020.0,5579080020.0,9.19,2.41,55.7908002,55.7908002,603708.SH,山东,超市连锁,主板,20161213,超市连锁,,2026-06-29 13:11:43
002940,昂利康,27.65,6.14,132821.0,353769003.95,5577784343.0,5122848441.0,78.98,3.45,55.77784343,51.22848441,002940.SZ,浙江,化学制药,主板,20181023,化学制药,,2026-06-29 13:11:43
603499,翔港科技,13.16,-4.64,63256.0,84424051.0,5574999041.0,5574999041.0,45.52,6.18,55.74999041,55.74999041,603499.SH,上海,广告包装,主板,20171016,广告包装,,2026-06-29 13:11:43
000404,长虹华意,8.01,8.1,340324.0,271318728.77,5574927792.0,5548753258.0,12.08,1.33,55.74927792,55.48753258,000404.SZ,江西,家用电器,主板,19960619,家用电器,,2026-06-29 13:11:43
300320,海达股份,9.27,-2.42,117644.0,110428185.92,5573440951.0,4499005401.0,22.3,2.16,55.73440951,44.99005401,300320.SZ,江苏,橡胶,创业板,20120601,橡胶,,2026-06-29 13:11:43
600230,沧州大化,13.45,-1.9,74344.0,100577075.0,5567775652.0,5567775652.0,24.07,1.37,55.67775652,55.67775652,600230.SH,河北,化工原料,主板,20000406,化工原料,,2026-06-29 13:11:43
600714,金瑞矿业,19.3,-9.22,144644.0,292626146.0,5561802069.0,5561802069.0,-1284.54,7.39,55.61802069,55.61802069,600714.SH,青海,化工原料,主板,19960606,化工原料,,2026-06-29 13:11:43
688232,新点软件,17.26,1.71,23438.0,40373572.0,5557408889.0,5557408889.0,-57.81,1.04,55.57408889,55.57408889,688232.SH,江苏,软件服务,科创板,20211117,软件服务,,2026-06-29 13:11:43
603887,城地香江,9.23,-5.43,169297.0,159366622.0,5556731556.0,5556731556.0,-103.57,1.6,55.56731556,55.56731556,603887.SH,上海,软件服务,主板,20161010,软件服务,,2026-06-29 13:11:43
603701,德宏股份,21.26,0.24,37386.0,80055314.0,5556554015.0,5556554015.0,166.32,6.94,55.56554015,55.56554015,603701.SH,浙江,汽车配件,主板,20160412,汽车配件,,2026-06-29 13:11:43
000409,云鼎科技,8.19,-2.5,40335.0,33286081.57,5550776636.0,4836058915.0,70.24,3.38,55.50776636,48.36058915,000409.SZ,山东,软件服务,主板,19960627,软件服务,,2026-06-29 13:11:43
603158,腾龙股份,11.31,-4.56,131930.0,153792853.0,5550610374.0,5550610374.0,26.13,2.44,55.50610374,55.50610374,603158.SH,江苏,汽车配件,主板,20150320,汽车配件,,2026-06-29 13:11:43
000735,罗 牛 山,4.82,0.63,185469.0,89472058.97,5550295446.0,5547326032.0,-8.36,1.34,55.50295446,55.47326032,000735.SZ,海南,农业综合,主板,19970611,农业综合,,2026-06-29 13:11:43
002478,常宝股份,6.16,-1.12,135378.0,83014864.03,5548954044.0,4451979458.0,20.73,0.94,55.48954044,44.51979458,002478.SZ,江苏,钢加工,主板,20100921,钢加工,,2026-06-29 13:11:43
603108,润达医疗,9.16,0.33,138455.0,126612873.0,5538171028.0,5538171028.0,-25.85,1.5,55.38171028,55.38171028,603108.SH,上海,医药商业,主板,20150527,医药商业,,2026-06-29 13:11:43
300047,天源迪科,8.67,-2.58,102799.0,90513764.63,5529246306.0,4975811673.0,89.16,1.68,55.29246306,49.75811673,300047.SZ,深圳,软件服务,创业板,20100120,软件服务,,2026-06-29 13:11:43
301356,天振股份,25.59,-0.51,35406.0,90834982.49,5527440000.0,3242189025.0,35.74,1.87,55.2744,32.42189025,301356.SZ,浙江,家居用品,创业板,20221114,家居用品,,2026-06-29 13:11:43
688320,禾川科技,36.58,-0.68,60674.0,232193601.0,5524079975.0,5524079975.0,-245.31,4.55,55.24079975,55.24079975,688320.SH,浙江,电器仪表,科创板,20220428,电器仪表,,2026-06-29 13:11:43
605287,德才股份,39.42,-6.03,27607.0,112107813.0,5518800000.0,5518800000.0,40.82,3.49,55.188,55.188,605287.SH,山东,装修装饰,主板,20210706,装修装饰,,2026-06-29 13:11:43
002752,昇兴股份,5.64,-2.25,106471.0,60119848.7,5509820160.0,5501971259.0,9.09,1.54,55.0982016,55.01971259,002752.SZ,福建,广告包装,主板,20150422,广告包装,,2026-06-29 13:11:43
300525,博思软件,7.33,-1.61,111534.0,82496395.64,5509488787.0,4519967103.0,-22.07,2.24,55.09488787,45.19967103,300525.SZ,福建,软件服务,创业板,20160726,软件服务,,2026-06-29 13:11:43
002210,飞马国际,2.07,-1.9,607689.0,126384674.5,5508751842.0,5496404447.0,118.69,5.88,55.08751842,54.96404447,002210.SZ,深圳,环境保护,主板,20080130,环境保护,,2026-06-29 13:11:43
603131,上海沪工,16.32,-3.49,69746.0,114427522.0,5498325830.0,5498325830.0,116.8,3.33,54.9832583,54.9832583,603131.SH,上海,专用机械,主板,20160607,专用机械,,2026-06-29 13:11:43
002189,中光学,21.04,0.05,53551.0,113435046.49,5495632704.0,5494804738.0,-21.93,13.15,54.95632704,54.94804738,002189.SZ,河南,元器件,主板,20071203,元器件,,2026-06-29 13:11:43
002302,西部建设,4.35,-0.91,59778.0,25818377.32,5491241222.0,5491241222.0,-6.09,0.71,54.91241222,54.91241222,002302.SZ,新疆,水泥,主板,20091103,水泥,,2026-06-29 13:11:43
600035,楚天高速,3.41,0.29,70351.0,23745059.0,5490495222.0,5490495222.0,5.74,0.62,54.90495222,54.90495222,600035.SH,湖北,路桥,主板,20040310,路桥,,2026-06-29 13:11:43
300749,顶固集创,26.75,-2.69,114678.0,318769881.0,5488281450.0,4210332300.0,-74.0,9.97,54.8828145,42.103323,300749.SZ,广东,家居用品,创业板,20180925,家居用品,,2026-06-29 13:11:43
000913,钱江摩托,10.42,0.39,30450.0,31305976.0,5485202620.0,5419469874.0,-35.23,1.09,54.8520262,54.19469874,000913.SZ,浙江,摩托车,主板,19990514,摩托车,,2026-06-29 13:11:43
603098,森特股份,10.16,-2.21,38559.0,39334066.0,5483351776.0,5474207776.0,63.71,1.96,54.83351776,54.74207776,603098.SH,北京,装修装饰,主板,20161216,装修装饰,,2026-06-29 13:11:43
600722,金牛化工,8.05,-1.83,157984.0,128156939.0,5476573392.0,5476573392.0,104.94,4.34,54.76573392,54.76573392,600722.SH,河北,化工原料,主板,19960626,化工原料,,2026-06-29 13:11:43
002884,凌霄泵业,15.31,1.32,17640.0,26738314.5,5476119213.0,4180739791.0,13.99,2.54,54.76119213,41.80739791,002884.SZ,广东,机械基件,主板,20170711,机械基件,,2026-06-29 13:11:43
002328,新朋股份,7.09,-3.27,188396.0,136156683.76,5471849300.0,4046909573.0,13.03,1.64,54.718493,40.46909573,002328.SZ,上海,汽车配件,主板,20091230,汽车配件,,2026-06-29 13:11:43
603366,日出东方,6.73,7.17,263199.0,174365727.0,5471813720.0,5471813720.0,-34.44,1.29,54.7181372,54.7181372,603366.SH,江苏,家用电器,主板,20120521,家用电器,,2026-06-29 13:11:43
000615,*ST美谷,3.06,-0.65,44602.0,13519729.2,5469727641.0,2831321472.0,-6.33,3.35,54.69727641,28.31321472,000615.SZ,湖北,医疗保健,主板,19961016,医疗保健,,2026-06-29 13:11:43
300518,新迅达,27.42,-7.05,83132.0,236761524.92,5467865414.0,5466793977.0,-99.75,8.27,54.67865414,54.66793977,300518.SZ,广西,互联网,创业板,20160624,互联网,,2026-06-29 13:11:43
301268,铭利达,13.65,-2.5,36358.0,50112409.6,5465418832.0,4705125980.0,248.14,3.66,54.65418832,47.0512598,301268.SZ,深圳,机械基件,创业板,20220407,机械基件,,2026-06-29 13:11:43
001288,运机集团,23.38,-2.58,26932.0,64149927.6,5465394955.0,3551803304.0,26.57,2.39,54.65394955,35.51803304,001288.SZ,四川,专用机械,主板,20211101,专用机械,,2026-06-29 13:11:43
002695,煌上煌,9.76,-2.3,49893.0,48276149.0,5461557418.0,4991801620.0,29.94,1.98,54.61557418,49.9180162,002695.SZ,江西,食品,主板,20120905,食品,,2026-06-29 13:11:43
600975,新五丰,4.37,2.82,145739.0,63278386.0,5461021804.0,5461021804.0,-3.62,3.06,54.61021804,54.61021804,600975.SH,湖南,农业综合,主板,20040609,农业综合,,2026-06-29 13:11:43
301076,新瀚新材,23.91,-2.45,40814.0,101762583.77,5455531191.0,3647369146.0,86.64,4.58,54.55531191,36.47369146,301076.SZ,江苏,化工原料,创业板,20211011,化工原料,,2026-06-29 13:11:43
601588,北辰实业,1.62,-2.41,290163.0,46993815.0,5454572400.0,4309200000.0,-9.04,0.83,54.545724,43.092,601588.SH,北京,区域地产,主板,20061016,区域地产,,2026-06-29 13:11:43
300606,金太阳,39.41,-8.35,75740.0,313460021.5,5452287823.0,4637551493.0,142.54,8.28,54.52287823,46.37551493,300606.SZ,广东,机械基件,创业板,20170208,机械基件,,2026-06-29 13:11:43
300234,开尔新材,10.83,-2.43,219277.0,251012534.53,5449342905.0,3725379687.0,350.52,4.83,54.49342905,37.25379687,300234.SZ,浙江,陶瓷,创业板,20110622,陶瓷,,2026-06-29 13:11:43
688539,高华科技,29.3,-5.42,32049.0,95551700.0,5447456000.0,5447456000.0,-374.53,3.17,54.47456,54.47456,688539.SH,江苏,电器仪表,科创板,20230418,电器仪表,,2026-06-29 13:11:43
002632,道明光学,8.72,-6.44,133564.0,119855664.02,5446504065.0,5008992636.0,33.21,2.57,54.46504065,50.08992636,002632.SZ,浙江,塑料,主板,20111122,塑料,,2026-06-29 13:11:43
605299,舒华体育,13.36,-1.18,64723.0,86511237.0,5446328355.0,5446328355.0,55.97,4.53,54.46328355,54.46328355,605299.SH,福建,文教休闲,主板,20201215,文教休闲,,2026-06-29 13:11:43
002232,启明信息,13.33,-1.41,33380.0,44488300.0,5445950905.0,5445950905.0,20178.93,3.88,54.45950905,54.45950905,002232.SZ,吉林,软件服务,主板,20080509,软件服务,,2026-06-29 13:11:43
002560,通达股份,7.4,-2.63,238724.0,179091430.93,5441010395.0,4686775792.0,47.06,2.02,54.41010395,46.86775792,002560.SZ,河南,电气设备,主板,20110303,电气设备,,2026-06-29 13:11:43
300036,超图软件,11.04,-1.52,77753.0,86126794.0,5440143452.0,4913381289.0,-32.38,2.07,54.40143452,49.13381289,300036.SZ,北京,软件服务,创业板,20091225,软件服务,,2026-06-29 13:11:43
002298,中电鑫龙,7.35,-0.68,208095.0,156029265.2,5439815122.0,4856563854.0,31.67,2.92,54.39815122,48.56563854,002298.SZ,安徽,电气设备,主板,20090929,电气设备,,2026-06-29 13:11:43
002951,金时科技,13.43,-3.93,50826.0,69718510.0,5439150000.0,5387101028.0,-117.07,3.58,54.3915,53.87101028,002951.SZ,四川,广告包装,主板,20190315,广告包装,,2026-06-29 13:11:43
300533,冰川网络,16.57,4.48,136460.0,224491757.41,5439048780.0,3827059379.0,-139.28,4.23,54.3904878,38.27059379,300533.SZ,深圳,互联网,创业板,20160818,互联网,,2026-06-29 13:11:43
000042,中洲控股,8.18,-1.92,85833.0,68789910.12,5438318717.0,5432358262.0,-20.53,2.4,54.38318717,54.32358262,000042.SZ,深圳,全国地产,主板,19940921,全国地产,,2026-06-29 13:11:43
301230,泓博医药,38.91,12.52,105882.0,395202549.24,5431314801.0,4887711945.0,57.1,5.27,54.31314801,48.87711945,301230.SZ,上海,生物制药,创业板,20221101,生物制药,,2026-06-29 13:11:43
300579,数字认证,20.1,-2.99,28700.0,58466250.09,5427000000.0,5235512908.0,-129.04,6.86,54.27,52.35512908,300579.SZ,北京,软件服务,创业板,20161223,软件服务,,2026-06-29 13:11:43
600433,冠豪高新,3.1,-0.96,282626.0,87536989.0,5425865622.0,5425865622.0,7.53,1.23,54.25865622,54.25865622,600433.SH,广东,造纸,主板,20030619,造纸,,2026-06-29 13:11:43
601116,三江购物,9.9,-0.3,54241.0,53380724.0,5422016160.0,5422016160.0,22.54,1.65,54.2201616,54.2201616,601116.SH,浙江,超市连锁,主板,20110302,超市连锁,,2026-06-29 13:11:43
603004,鼎龙科技,23.01,-3.12,72370.0,172171250.0,5419315200.0,1354828800.0,47.17,2.67,54.193152,13.548288,603004.SH,浙江,化工原料,主板,20231227,化工原料,,2026-06-29 13:11:43
301017,漱玉平民,13.36,1.98,65458.0,86115496.76,5418911190.0,3456166536.0,130.79,2.68,54.1891119,34.56166536,301017.SZ,山东,医药商业,创业板,20210705,医药商业,,2026-06-29 13:11:43
600983,惠而浦,7.07,2.17,20933.0,14471553.0,5418723730.0,5418723730.0,14.23,2.12,54.1872373,54.1872373,600983.SH,安徽,家用电器,主板,20040727,家用电器,,2026-06-29 13:11:43
301101,明月镜片,26.86,0.64,20967.0,55797898.62,5412615006.0,5234547308.0,24.1,3.15,54.12615006,52.34547308,301101.SZ,江苏,文教休闲,创业板,20211216,文教休闲,,2026-06-29 13:11:43
301622,英思特,46.64,-5.78,13507.0,65324790.0,5407062883.0,3015714229.0,-107.08,3.52,54.07062883,30.15714229,301622.SZ,内蒙,矿物制品,创业板,20241204,矿物制品,,2026-06-29 13:11:43
688377,迪威尔,23.14,-2.07,18240.0,42626891.0,5404839118.0,5404839118.0,78.82,2.89,54.04839118,54.04839118,688377.SH,江苏,专用机械,科创板,20200708,专用机械,,2026-06-29 13:11:43
600477,杭萧钢构,2.29,-1.72,228932.0,52552920.0,5402037718.0,5402037718.0,61.66,1.09,54.02037718,54.02037718,600477.SH,浙江,钢加工,主板,20031110,钢加工,,2026-06-29 13:11:43
603173,福斯达,33.75,-0.88,6990.0,23514575.0,5400000000.0,5400000000.0,14.6,2.77,54.0,54.0,603173.SH,浙江,机械基件,主板,20230130,机械基件,,2026-06-29 13:11:43
600189,泉阳泉,7.55,1.75,110900.0,83441176.0,5399743481.0,5399743481.0,134.42,4.37,53.99743481,53.99743481,600189.SH,吉林,软饮料,主板,19981007,软饮料,,2026-06-29 13:11:43
301590,优优绿能,128.32,-5.79,6133.0,79577509.52,5396257385.0,2233922880.0,-289.29,2.78,53.96257385,22.3392288,301590.SZ,深圳,电气设备,创业板,20250605,电气设备,,2026-06-29 13:11:43
688488,艾迪药业,12.82,10.61,123216.0,154959007.0,5394435599.0,5394435599.0,177.3,5.54,53.94435599,53.94435599,688488.SH,江苏,生物制药,科创板,20200720,生物制药,,2026-06-29 13:11:43
300161,华中数控,27.1,-3.46,35273.0,96205505.0,5384686153.0,5284345611.0,-17.02,3.49,53.84686153,52.84345611,300161.SZ,湖北,机床制造,创业板,20110113,机床制造,,2026-06-29 13:11:43
002510,天汽模,5.3,-2.93,160143.0,85260225.0,5380235152.0,5325688814.0,91.58,2.12,53.80235152,53.25688814,002510.SZ,天津,汽车配件,主板,20101125,汽车配件,,2026-06-29 13:11:43
002871,伟隆股份,21.36,-2.64,98164.0,214874679.62,5379598129.0,3188335067.0,59.65,4.96,53.79598129,31.88335067,002871.SZ,山东,机械基件,主板,20170511,机械基件,,2026-06-29 13:11:43
300192,科德教育,16.34,-0.79,86672.0,144765476.0,5378201996.0,5304580083.0,54.9,5.39,53.78201996,53.04580083,300192.SZ,江苏,文教休闲,创业板,20110322,文教休闲,,2026-06-29 13:11:43
600592,龙溪股份,13.46,-1.82,54511.0,73690755.0,5377991066.0,5377991066.0,-5543.19,2.11,53.77991066,53.77991066,600592.SH,福建,机械基件,主板,20020805,机械基件,,2026-06-29 13:11:43
600742,富维股份,7.23,1.12,51369.0,37025350.0,5372308472.0,5372308472.0,16.38,0.64,53.72308472,53.72308472,600742.SH,吉林,汽车配件,主板,19960826,汽车配件,,2026-06-29 13:11:43
002553,南方精工,15.2,-0.78,75640.0,117895236.35,5371826513.0,3894386513.0,5192.26,3.5,53.71826513,38.94386513,002553.SZ,江苏,汽车配件,主板,20110225,汽车配件,,2026-06-29 13:11:43
603312,西典新能,33.57,-4.28,7449.0,25257337.0,5371183215.0,1709367615.0,22.46,3.02,53.71183215,17.09367615,603312.SH,江苏,电气设备,主板,20240111,电气设备,,2026-06-29 13:11:43
002067,景兴纸业,3.64,-0.55,262732.0,95648753.66,5368468025.0,4868878025.0,63.28,0.8,53.68468025,48.68878025,002067.SZ,浙江,造纸,主板,20060915,造纸,,2026-06-29 13:11:43
603373,安邦护卫,35.65,-4.6,28005.0,101535921.0,5366666688.0,2267416683.0,57.57,2.93,53.66666688,22.67416683,603373.SH,浙江,仓储物流,主板,20231220,仓储物流,,2026-06-29 13:11:43
002314,南山控股,1.98,0.0,178703.0,34951819.0,5361409376.0,2649881597.0,-9.37,0.8,53.61409376,26.49881597,002314.SZ,深圳,区域地产,主板,20091203,区域地产,,2026-06-29 13:11:43
688315,诺禾致源,12.88,7.69,51878.0,62709592.0,5360656000.0,5360656000.0,45.51,2.02,53.60656,53.60656,688315.SH,北京,医疗保健,科创板,20210413,医疗保健,,2026-06-29 13:11:43
603848,好太太,13.32,-9.94,47645.0,65090943.0,5360054727.0,5360054727.0,32.98,2.12,53.60054727,53.60054727,603848.SH,广东,家居用品,主板,20171201,家居用品,,2026-06-29 13:11:43
603383,顶点软件,26.07,-2.07,23540.0,62095805.0,5354232068.0,5354161679.0,28.82,3.76,53.54232068,53.54161679,603383.SH,福建,软件服务,主板,20170522,软件服务,,2026-06-29 13:11:43
600982,宁波能源,4.79,-0.83,197323.0,94555033.0,5353435653.0,5353435653.0,18.46,1.22,53.53435653,53.53435653,600982.SH,浙江,供气供热,主板,20040706,供气供热,,2026-06-29 13:11:43
002141,贤丰控股,5.18,-10.07,1701647.0,931804414.98,5350607434.0,5350607434.0,134.51,6.63,53.50607434,53.50607434,002141.SZ,广东,农业综合,主板,20070720,农业综合,,2026-06-29 13:11:43
002191,劲嘉股份,3.78,-0.79,213018.0,79900883.36,5344839993.0,5302264726.0,36.57,0.86,53.44839993,53.02264726,002191.SZ,深圳,广告包装,主板,20071205,广告包装,,2026-06-29 13:11:43
688291,金橙子,52.04,-10.51,45335.0,249596524.0,5342775068.0,5342775068.0,25.21,5.33,53.42775068,53.42775068,688291.SH,北京,软件服务,科创板,20221026,软件服务,,2026-06-29 13:11:43
000900,现代投资,3.52,0.57,70737.0,24468443.48,5342755736.0,5342438936.0,8.08,0.49,53.42755736,53.42438936,000900.SZ,湖南,路桥,主板,19990128,路桥,,2026-06-29 13:11:43
688101,三达膜,16.08,0.31,24699.0,39609262.0,5338754021.0,5338754021.0,13.55,1.18,53.38754021,53.38754021,688101.SH,陕西,环境保护,科创板,20191115,环境保护,,2026-06-29 13:11:43
301092,争光股份,39.65,-6.95,26704.0,109687968.0,5334324011.0,2416248558.0,75.42,2.75,53.34324011,24.16248558,301092.SZ,浙江,化工原料,创业板,20211102,化工原料,,2026-06-29 13:11:43
601518,吉林高速,2.82,-1.05,139084.0,38979057.0,5331359937.0,5331359937.0,11.57,0.91,53.31359937,53.31359937,601518.SH,吉林,路桥,主板,20100319,路桥,,2026-06-29 13:11:43
600650,锦江在线,9.66,-1.02,24865.0,23766865.0,5328553634.0,3772810325.0,96.44,1.25,53.28553634,37.72810325,600650.SH,上海,公共交通,主板,19930607,公共交通,,2026-06-29 13:11:43
600963,岳阳林纸,3.03,0.33,281258.0,84547910.0,5325430598.0,5325430598.0,103.06,0.7,53.25430598,53.25430598,600963.SH,湖南,造纸,主板,20040525,造纸,,2026-06-29 13:11:43
002029,七 匹 狼,7.55,-2.33,118004.0,88699475.8,5322927704.0,5023814990.0,26.71,0.78,53.22927704,50.2381499,002029.SZ,福建,服饰,主板,20040806,服饰,,2026-06-29 13:11:43
301538,骏鼎达,48.47,-1.78,26992.0,133593120.2,5320067200.0,2118504415.0,37.23,3.68,53.200672,21.18504415,301538.SZ,深圳,塑料,创业板,20240320,塑料,,2026-06-29 13:11:43
603275,众辰科技,35.75,-3.69,10170.0,36686028.0,5318593673.0,1484910677.0,29.33,1.76,53.18593673,14.84910677,603275.SH,上海,电器仪表,主板,20230823,电器仪表,,2026-06-29 13:11:43
603334,丰倍生物,37.06,-0.38,9618.0,35392700.0,5318110000.0,1179127013.0,32.52,3.15,53.1811,11.79127013,603334.SH,江苏,化工原料,主板,20251105,化工原料,,2026-06-29 13:11:43
688580,伟思医疗,55.51,2.99,18336.0,98979253.0,5316264197.0,5316264197.0,21.59,3.22,53.16264197,53.16264197,688580.SH,江苏,医疗保健,科创板,20200721,医疗保健,,2026-06-29 13:11:43
300290,荣科科技,,,,,5316177648.0,5314597710.0,-74.22,7.13,53.16177648,53.1459771,300290.SZ,辽宁,软件服务,创业板,20120216,软件服务,,2026-06-29 13:11:43
600288,大恒科技,12.16,-3.42,54427.0,67346737.0,5311488000.0,5311488000.0,25.96,2.67,53.11488,53.11488,600288.SH,北京,元器件,主板,20001129,元器件,,2026-06-29 13:11:43
603587,地素时尚,11.23,0.99,13585.0,15047264.0,5308452298.0,5308452298.0,13.19,1.42,53.08452298,53.08452298,603587.SH,上海,服饰,主板,20180622,服饰,,2026-06-29 13:11:43
600449,宁夏建材,11.1,-2.46,50400.0,55795147.0,5307809566.0,5307809566.0,-293.19,0.73,53.07809566,53.07809566,600449.SH,宁夏,水泥,主板,20030829,水泥,,2026-06-29 13:11:43
688199,久日新材,32.92,-3.23,84414.0,288838239.0,5307601103.0,5307601103.0,130.28,2.06,53.07601103,53.07601103,688199.SH,天津,化工原料,科创板,20191105,化工原料,,2026-06-29 13:11:43
603661,恒林股份,38.13,-4.82,60392.0,235516649.0,5302625892.0,5302625892.0,22.48,1.44,53.02625892,53.02625892,603661.SH,浙江,家居用品,主板,20171121,家居用品,,2026-06-29 13:11:43
603681,永冠新材,22.3,-2.58,91027.0,203240632.0,5301642809.0,5301642809.0,49.49,1.57,53.01642809,53.01642809,603681.SH,上海,化工原料,主板,20190326,化工原料,,2026-06-29 13:11:43
603686,福龙马,12.76,-2.3,86566.0,111015303.0,5300891955.0,5300891955.0,20.3,1.53,53.00891955,53.00891955,603686.SH,福建,环境保护,主板,20150126,环境保护,,2026-06-29 13:11:43
