code,name,latest_price,change_pct,volume,turnover,market_cap_cny,float_market_cap_cny,pe_dynamic,pb,market_cap_100m_cny,float_market_cap_100m_cny,ts_code,area,industry,market,list_date,industry_boards,concept_boards,updated_at
601398,工商银行,7.25,1.4,3251401.0,2328982820.0,2583945363895.0,1954688540908.0,7.43,0.67,25839.45363895,19546.88540908,601398.SH,北京,银行,主板,20061027,银行,,2026-06-29 13:11:43
601939,建设银行,9.82,0.41,691393.0,672912418.0,2568915745927.0,94209717691.0,7.44,0.72,25689.15745927,942.09717691,601939.SH,北京,银行,主板,20070925,银行,,2026-06-29 13:11:43
601288,农业银行,6.26,1.13,3165761.0,1947461665.0,2190893792045.0,1998468759464.0,7.29,0.79,21908.93792045,19984.68759464,601288.SH,北京,银行,主板,20100715,银行,,2026-06-29 13:11:43
600941,中国移动,87.99,1.35,75049.0,651355858.0,1907571712036.0,79434544617.0,16.25,1.34,19075.71712036,794.34544617,600941.SH,北京,电信运营,主板,20220105,电信运营,,2026-06-29 13:11:43
601988,中国银行,5.79,0.52,2119281.0,1213479199.0,1865609864403.0,1220332330958.0,8.24,0.68,18656.09864403,12203.32330958,601988.SH,北京,银行,主板,20060705,银行,,2026-06-29 13:11:43
300750,宁德时代,388.9,2.07,309315.0,11993256311.66,1799295306413.0,1655551982356.0,21.69,5.51,17992.95306413,16555.51982356,300750.SZ,福建,电气设备,创业板,20180611,电气设备,,2026-06-29 13:11:43
601857,中国石油,8.95,0.22,1062561.0,946629496.0,1638037751471.0,1449202596471.0,8.47,1.04,16380.37751471,14492.02596471,601857.SH,北京,石油开采,主板,20071105,石油开采,,2026-06-29 13:11:43
600519,贵州茅台,1203.01,2.94,52026.0,6176106202.0,1503860666819.0,1503860666819.0,13.8,6.38,15038.60666819,15038.60666819,600519.SH,贵州,白酒,主板,20010827,白酒,,2026-06-29 13:11:43
601138,工业富联,68.01,-3.15,1512477.0,10434690722.0,1349596716235.0,1349596716235.0,31.85,7.66,13495.96716235,13495.96716235,601138.SH,深圳,通信设备,主板,20180608,通信设备,,2026-06-29 13:11:43
300308,中际旭创,1171.01,-6.61,256360.0,31022805817.42,1305950916957.0,1299750579436.0,56.93,37.7,13059.50916957,12997.50579436,300308.SZ,山东,通信设备,创业板,20120410,通信设备,,2026-06-29 13:11:43
600938,中国海油,27.27,-0.37,373463.0,1017517742.0,1296141845144.0,81537300000.0,8.28,1.55,12961.41845144,815.373,600938.SH,北京,石油开采,主板,20220421,石油开采,,2026-06-29 13:11:43
688981,中芯国际,144.73,-2.71,698719.0,10245915620.0,1238986919704.0,289396687717.0,227.55,8.27,12389.86919704,2893.96687717,688981.SH,上海,半导体,科创板,20200716,半导体,,2026-06-29 13:11:43
601628,中国人寿,35.84,2.28,283560.0,1011826553.0,1013007027200.0,746315315200.0,12.98,1.69,10130.070272,7463.153152,601628.SH,北京,保险,主板,20070109,保险,,2026-06-29 13:11:43
600036,招商银行,36.55,1.53,782261.0,2825111924.0,921785356717.0,753987918880.0,6.09,0.81,9217.85356717,7539.8791888,600036.SH,深圳,银行,主板,20020409,银行,,2026-06-29 13:11:43
688256,寒武纪,1439.98,-1.24,119900.0,17846791365.0,904729309501.0,904729309501.0,223.23,73.92,9047.29309501,9047.29309501,688256.SH,北京,半导体,科创板,20200720,半导体,,2026-06-29 13:11:43
601318,中国平安,48.55,2.79,790033.0,3798493535.0,879126018857.0,517546159780.0,8.78,0.89,8791.26018857,5175.4615978,601318.SH,深圳,保险,主板,20070301,保险,,2026-06-29 13:11:43
601088,中国神华,40.03,1.16,300422.0,1191219035.0,868228055189.0,660136249339.0,20.35,1.81,8682.28055189,6601.36249339,601088.SH,北京,煤炭开采,主板,20071009,煤炭开采,,2026-06-29 13:11:43
688041,海光信息,348.06,0.92,349118.0,12345278767.0,809009115953.0,809009115953.0,294.36,34.95,8090.09115953,8090.09115953,688041.SH,天津,半导体,科创板,20220812,半导体,,2026-06-29 13:11:43
300502,新易盛,532.44,-5.93,364321.0,19919186315.68,742358028829.0,667809227046.0,66.75,38.24,7423.58028829,6678.09227046,300502.SZ,四川,通信设备,创业板,20160303,通信设备,,2026-06-29 13:11:43
002594,比亚迪,79.72,1.94,418938.0,3326263746.45,726822989882.0,277952828220.0,44.49,3.13,7268.22989882,2779.5282822,002594.SZ,深圳,汽车整车,主板,20110630,汽车整车,,2026-06-29 13:11:43
601899,紫金矿业,25.45,1.39,2075920.0,5271440127.0,676733687130.0,524315635413.0,8.43,3.57,6767.3368713,5243.15635413,601899.SH,福建,铜,主板,20080425,铜,,2026-06-29 13:11:43
600900,长江电力,26.83,0.68,811806.0,2157455422.0,656482281320.0,656482281320.0,24.27,2.88,6564.8228132,6564.8228132,600900.SH,北京,水力发电,主板,20031118,水力发电,,2026-06-29 13:11:43
601658,邮储银行,4.97,1.02,1374499.0,673821516.0,596872415855.0,360463169007.0,5.8,0.58,5968.72415855,3604.63169007,601658.SH,北京,银行,主板,20191210,银行,,2026-06-29 13:11:43
002371,北方华创,808.07,-0.65,103219.0,8580416998.12,586407671844.0,585939514873.0,89.68,15.14,5864.07671844,5859.39514873,002371.SZ,北京,半导体,主板,20100316,半导体,,2026-06-29 13:11:43
000333,美的集团,76.91,2.78,532599.0,4077330403.75,585549586337.0,527775144355.0,11.55,2.84,5855.49586337,5277.75144355,000333.SZ,广东,家用电器,主板,20130918,家用电器,,2026-06-29 13:11:43
601328,交通银行,6.56,0.77,1587417.0,1030173837.0,579666424503.0,171035203573.0,5.54,0.5,5796.66424503,1710.35203573,601328.SH,上海,银行,主板,20070515,银行,,2026-06-29 13:11:43
688347,华虹宏力,325.0,0.62,162911.0,5431720269.0,564745534600.0,132518750000.0,1011.63,12.48,5647.455346,1325.1875,688347.SH,上海,半导体,科创板,20230807,半导体,,2026-06-29 13:11:43
600028,中国石化,4.58,1.33,1927878.0,872205136.0,553838855137.0,433966337218.0,8.14,0.68,5538.38855137,4339.66337218,600028.SH,北京,石油加工,主板,20010808,石油加工,,2026-06-29 13:11:43
603986,兆易创新,783.52,1.76,391499.0,30881266523.0,549834845808.0,523776800128.0,94.07,22.18,5498.34845808,5237.76800128,603986.SH,北京,半导体,主板,20160818,半导体,,2026-06-29 13:11:43
601728,中国电信,5.34,0.38,985709.0,519659184.0,488648120653.0,414542751253.0,16.62,1.06,4886.48120653,4145.42751253,601728.SH,北京,电信运营,主板,20210820,电信运营,,2026-06-29 13:11:43
002475,立讯精密,63.53,-6.57,1792585.0,11626797817.34,464928919559.0,463866075111.0,31.76,5.26,4649.28919559,4638.66075111,002475.SZ,深圳,元器件,主板,20100915,元器件,,2026-06-29 13:11:43
002384,东山精密,242.04,-7.02,596299.0,14748908965.86,443322287045.0,335545309835.0,99.86,19.58,4433.22287045,3355.45309835,002384.SZ,江苏,元器件,主板,20100409,元器件,,2026-06-29 13:11:43
601869,长飞光纤,516.57,-4.87,107936.0,5608122989.0,427670941640.0,209902182863.0,215.94,30.05,4276.7094164,2099.02182863,601869.SH,湖北,通信设备,主板,20180720,通信设备,,2026-06-29 13:11:43
600030,中信证券,28.27,1.91,1762238.0,5009584553.0,418976858856.0,344231096035.0,10.25,1.47,4189.76858856,3442.31096035,600030.SH,深圳,证券,主板,20030106,证券,,2026-06-29 13:11:43
688012,中微公司,426.1,3.17,289202.0,12534020207.0,405939326916.0,401470157892.0,109.07,15.76,4059.39326916,4014.70157892,688012.SH,上海,半导体,科创板,20190722,半导体,,2026-06-29 13:11:43
600183,生益科技,167.0,-6.44,556174.0,9521108098.0,405662911410.0,399881757848.0,87.57,25.38,4056.6291141,3998.81757848,600183.SH,广东,元器件,主板,19981028,元器件,,2026-06-29 13:11:43
601998,中信银行,7.16,0.42,497866.0,349208232.0,398419361810.0,291863074895.0,4.96,0.54,3984.1936181,2918.63074895,601998.SH,北京,银行,主板,20070427,银行,,2026-06-29 13:11:43
688235,百济神州,257.33,10.87,78939.0,1938334119.0,396653379062.0,29607170056.0,61.68,12.01,3966.53379062,296.07170056,688235.SH,北京,生物制药,科创板,20211215,生物制药,,2026-06-29 13:11:43
603259,药明康德,125.8,6.45,783367.0,9638440831.0,375356650099.0,311138654947.0,20.17,4.72,3753.56650099,3111.38654947,603259.SH,江苏,化学制药,主板,20180508,化学制药,,2026-06-29 13:11:43
603993,洛阳钼业,17.54,1.74,1952326.0,3439810058.0,375256200487.0,306263171767.0,12.09,4.53,3752.56200487,3062.63171767,603993.SH,河南,小金属,主板,20121009,小金属,,2026-06-29 13:11:43
601166,兴业银行,16.91,0.83,727293.0,1212196556.0,357863951050.0,357863951050.0,3.75,0.44,3578.6395105,3578.6395105,601166.SH,福建,银行,主板,20070205,银行,,2026-06-29 13:11:43
600276,恒瑞医药,53.15,9.2,1382362.0,7135633603.0,352767173303.0,339043970863.0,38.64,5.66,3527.67173303,3390.43970863,600276.SH,江苏,化学制药,主板,20001018,化学制药,,2026-06-29 13:11:43
688820,盛合晶微,183.38,-3.61,163366.0,3102575372.0,341595513908.0,31706886673.0,446.35,17.75,3415.95513908,317.06886673,688820.SH,江苏,半导体,科创板,20260421,半导体,,2026-06-29 13:11:43
688008,澜起科技,276.25,5.51,751823.0,21157508243.0,337632755801.0,316700326426.0,99.61,16.2,3376.32755801,3167.00326426,688008.SH,上海,半导体,科创板,20190722,半导体,,2026-06-29 13:11:43
688795,摩尔线程-U,690.5,2.64,27211.0,1890945717.0,324554483839.0,20870700845.0,2763.65,28.17,3245.54483839,208.70700845,688795.SH,北京,半导体,科创板,20251205,半导体,,2026-06-29 13:11:43
300274,阳光电源,154.59,2.34,673289.0,10270792430.18,320497754036.0,245415980419.0,34.97,6.78,3204.97754036,2454.15980419,300274.SZ,安徽,电气设备,创业板,20111102,电气设备,,2026-06-29 13:11:43
300394,天孚通信,292.02,-8.17,385096.0,11640026044.32,318542743658.0,317831078361.0,161.79,58.27,3185.42743658,3178.31078361,300394.SZ,江苏,通信设备,创业板,20150217,通信设备,,2026-06-29 13:11:43
601211,国泰海通,17.97,3.28,1281944.0,2303061586.0,316791797147.0,242539476168.0,12.4,0.99,3167.91797147,2425.39476168,601211.SH,上海,证券,主板,20150626,证券,,2026-06-29 13:11:43
300059,东方财富,19.96,-0.55,3641729.0,7366312220.9,315811109505.0,266531783689.0,21.12,3.35,3158.11109505,2665.31783689,300059.SZ,上海,证券,创业板,20100319,证券,,2026-06-29 13:11:43
300408,三环集团,163.99,2.46,684652.0,11636611790.31,314286403870.0,306629148449.0,99.34,14.59,3142.8640387,3066.29148449,300408.SZ,广东,元器件,创业板,20141203,元器件,,2026-06-29 13:11:43
688802,沐曦股份-U,775.44,6.17,28025.0,2166178579.0,310253544000.0,14367813707.0,-784.72,23.69,3102.53544,143.67813707,688802.SH,上海,半导体,科创板,20251217,半导体,,2026-06-29 13:11:43
601319,中国人保,6.99,1.16,621148.0,432243939.0,309125694175.0,248129318515.0,8.77,0.97,3091.25694175,2481.29318515,601319.SH,北京,保险,主板,20181116,保险,,2026-06-29 13:11:43
300476,胜宏科技,309.1,-3.27,244813.0,7748699463.06,303778785698.0,267431757500.0,58.94,19.39,3037.78785698,2674.317575,300476.SZ,广东,元器件,创业板,20150611,元器件,,2026-06-29 13:11:43
002415,海康威视,32.5,-2.46,702686.0,2355511655.32,297858325375.0,294008070818.0,26.77,3.76,2978.58325375,2940.08070818,002415.SZ,浙江,IT设备,主板,20100528,IT设备,,2026-06-29 13:11:43
301308,江波龙,690.0,1.53,165072.0,11364339843.84,291912094830.0,194477805480.0,18.9,24.52,2919.1209483,1944.7780548,301308.SZ,深圳,半导体,创业板,20220805,半导体,,2026-06-29 13:11:43
600000,浦发银行,8.72,-0.46,491633.0,423977104.0,290426909976.0,290426909976.0,4.07,0.39,2904.26909976,2904.26909976,600000.SH,上海,银行,主板,19991110,银行,,2026-06-29 13:11:43
000858,五 粮 液,74.24,1.46,327302.0,2411683779.63,288170578291.0,288163554148.0,8.94,2.25,2881.70578291,2881.63554148,000858.SZ,四川,白酒,主板,19980427,白酒,,2026-06-29 13:11:43
601601,中国太保,29.5,3.76,561953.0,1638691166.0,283800072923.0,201928722923.0,7.07,0.89,2838.00072923,2019.28722923,601601.SH,上海,保险,主板,20071225,保险,,2026-06-29 13:11:43
002916,深南电路,415.69,-4.11,93384.0,3995169483.29,283154141876.0,276354640271.0,83.26,17.21,2831.54141876,2763.54640271,002916.SZ,深圳,元器件,主板,20171213,元器件,,2026-06-29 13:11:43
000725,京东方Ａ,7.54,-3.21,31039550.0,24354394098.81,279314233603.0,266668191242.0,40.9,2.08,2793.14233603,2666.68191242,000725.SZ,北京,元器件,主板,20010112,元器件,,2026-06-29 13:11:43
301666,大普微-UW,638.02,-3.04,27605.0,1801959189.28,278314762007.0,16917957161.0,188.11,103.82,2783.14762007,169.17957161,301666.SZ,深圳,IT设备,创业板,20260416,IT设备,,2026-06-29 13:11:43
600176,中国巨石,68.49,-7.6,1883373.0,13175203159.0,274174834501.0,274174834501.0,54.09,8.69,2741.74834501,2741.74834501,600176.SH,浙江,玻璃,主板,19990422,玻璃,,2026-06-29 13:11:43
001399,C惠科,36.75,-12.5,1254785.0,4564369905.82,268195426548.0,15823327364.0,67.35,8.0,2681.95426548,158.23327364,001399.SZ,深圳,元器件,主板,20260626,元器件,,2026-06-29 13:11:43
300433,蓝思科技,50.67,-8.85,1485016.0,7889964356.55,267473799883.0,251814699456.0,-446.98,5.11,2674.73799883,2518.14699456,300433.SZ,湖南,元器件,创业板,20150318,元器件,,2026-06-29 13:11:43
002463,沪电股份,136.76,-7.14,616573.0,8759114704.78,263175957320.0,262963562065.0,52.97,16.63,2631.7595732,2629.63562065,002463.SZ,江苏,元器件,主板,20100818,元器件,,2026-06-29 13:11:43
600487,XD亨通光,104.9,-5.1,1167122.0,12451960489.0,258724547759.0,256499500013.0,58.52,8.15,2587.24547759,2564.99500013,600487.SH,江苏,通信设备,主板,20030822,通信设备,,2026-06-29 13:11:43
600150,中国船舶,33.23,-0.51,618599.0,2055977727.0,250076395400.0,250076395400.0,12.94,1.67,2500.763954,2500.763954,600150.SH,上海,船舶,主板,19980520,船舶,,2026-06-29 13:11:43
603256,宏和科技,267.3,-10.0,111580.0,3032932672.0,241795956749.0,235151160750.0,431.07,89.22,2417.95956749,2351.5116075,603256.SH,上海,玻璃,主板,20190719,玻璃,,2026-06-29 13:11:43
688072,拓荆科技,,,,,235200585984.0,235200585984.0,103.05,32.77,2352.00585984,2352.00585984,688072.SH,辽宁,半导体,科创板,20220420,半导体,,2026-06-29 13:11:43
688808,联讯仪器,2280.0,-0.87,9888.0,2304289940.0,234080000760.0,43995208320.0,492.17,79.8,2340.8000076,439.9520832,688808.SH,江苏,电器仪表,科创板,20260424,电器仪表,,2026-06-29 13:11:43
002938,鹏鼎控股,99.88,-10.0,443376.0,4566437002.29,231475561401.0,230661140580.0,125.06,7.16,2314.75561401,2306.6114058,002938.SZ,深圳,元器件,主板,20180918,元器件,,2026-06-29 13:11:43
688525,佰维存储,485.46,-3.11,293043.0,14463284689.0,228926748822.0,228926748822.0,19.74,27.13,2289.26748822,2289.26748822,688525.SH,深圳,半导体,科创板,20221230,半导体,,2026-06-29 13:11:43
601066,中信建投,29.39,-2.84,818022.0,2442840483.0,227969260084.0,190907771719.0,15.54,2.64,2279.69260084,1909.07771719,601066.SH,北京,证券,主板,20180620,证券,,2026-06-29 13:11:43
688783,西安奕材-U,56.09,4.14,324572.0,1801462421.0,226480202000.0,10386608780.0,-357.62,18.46,2264.80202,103.8660878,688783.SH,陕西,半导体,科创板,20251028,半导体,,2026-06-29 13:11:43
601816,京沪高铁,4.61,1.77,1809529.0,821030377.0,225547381896.0,225547381896.0,17.94,1.07,2255.47381896,2255.47381896,601816.SH,北京,铁路,主板,20200116,铁路,,2026-06-29 13:11:43
301377,鼎泰高科,544.02,-7.79,64763.0,3592048771.9,223816864355.0,53782325315.0,214.73,82.57,2238.16864355,537.82325315,301377.SZ,广东,机械基件,创业板,20221122,机械基件,,2026-06-29 13:11:43
000338,潍柴动力,25.83,-7.58,991455.0,2624939099.24,223743195560.0,127942019290.0,18.13,2.35,2237.4319556,1279.4201929,000338.SZ,山东,汽车配件,主板,20070430,汽车配件,,2026-06-29 13:11:43
600309,万华化学,71.45,-0.47,264127.0,1882999193.0,223672197678.0,223672197678.0,15.04,2.08,2236.72197678,2236.72197678,600309.SH,山东,化工原料,主板,20010105,化工原料,,2026-06-29 13:11:43
000651,格力电器,37.84,2.22,514289.0,1936716755.26,211957193239.0,208952838496.0,8.71,1.39,2119.57193239,2089.52838496,000651.SZ,广东,家用电器,主板,19961118,家用电器,,2026-06-29 13:11:43
000657,中钨高新,92.74,-6.8,733779.0,7037510955.59,211317772056.0,134744296217.0,57.36,20.8,2113.17772056,1347.44296217,000657.SZ,海南,小金属,主板,19961205,小金属,,2026-06-29 13:11:43
688082,盛美上海,430.99,4.1,74877.0,3229481350.0,207994346992.0,205760244386.0,498.6,15.12,2079.94346992,2057.60244386,688082.SH,上海,半导体,科创板,20211118,半导体,,2026-06-29 13:11:43
001309,德明利,912.0,-4.1,127732.0,11903660666.22,206883240096.0,150402324960.0,15.46,31.24,2068.83240096,1504.0232496,001309.SZ,深圳,半导体,主板,20220701,半导体,,2026-06-29 13:11:43
688498,源杰科技,1660.02,-6.58,40964.0,6998854704.0,206673115828.0,204003416883.0,287.94,83.85,2066.73115828,2040.03416883,688498.SH,陕西,半导体,科创板,20221221,半导体,,2026-06-29 13:11:43
300604,长川科技,324.01,2.89,259332.0,8437852050.86,205557975122.0,158593639654.0,145.77,40.87,2055.57975122,1585.93639654,300604.SZ,浙江,半导体,创业板,20170417,半导体,,2026-06-29 13:11:43
601919,中远海控,13.38,-0.07,482094.0,639000858.0,204887723873.0,168006028163.0,8.72,0.89,2048.87723873,1680.06028163,601919.SH,天津,水运,主板,20070626,水运,,2026-06-29 13:11:43
002714,牧原股份,35.48,5.72,1022848.0,3574592276.91,204825900741.0,134830782463.0,-42.15,2.44,2048.25900741,1348.30782463,002714.SZ,河南,农业综合,主板,20140128,农业综合,,2026-06-29 13:11:43
002142,宁波银行,30.91,-0.71,196200.0,604911894.95,204116991381.0,203988756578.0,6.24,0.88,2041.16991381,2039.88756578,002142.SZ,浙江,银行,主板,20070719,银行,,2026-06-29 13:11:43
601225,陕西煤业,21.04,1.64,361464.0,759694315.0,203982800000.0,203982800000.0,12.11,2.19,2039.828,2039.828,601225.SH,陕西,煤炭开采,主板,20140128,煤炭开采,,2026-06-29 13:11:43
600919,江苏银行,11.11,0.18,781407.0,858416366.0,203883214784.0,203883214784.0,4.82,0.77,2038.83214784,2038.83214784,600919.SH,江苏,银行,主板,20160802,银行,,2026-06-29 13:11:43
003816,中国广核,4.0,1.52,759019.0,300361253.47,201995175360.0,157340675360.0,18.43,1.6,2019.9517536,1573.4067536,003816.SZ,深圳,新型电力,主板,20190826,新型电力,,2026-06-29 13:11:43
603288,海天味业,34.21,3.73,261347.0,883267402.0,200190931334.0,190228144610.0,20.48,5.36,2001.90931334,1902.2814461,603288.SH,广东,食品,主板,20140211,食品,,2026-06-29 13:11:43
000001,平安银行,10.27,0.39,835720.0,848871809.12,199298779893.0,199295518706.0,3.43,0.44,1992.98779893,1992.95518706,000001.SZ,深圳,银行,主板,19910403,银行,,2026-06-29 13:11:43
600930,华电新能,4.77,-1.24,713202.0,338542020.0,198977142856.0,15406210905.0,24.13,1.82,1989.77142856,154.06210905,600930.SH,福建,新型电力,主板,20250716,新型电力,,2026-06-29 13:11:43
002379,宏桥控股,15.03,1.08,199831.0,299052106.1,195857706576.0,17079697508.0,7.25,4.0,1958.57706576,170.79697508,002379.SZ,山东,铝,主板,20100331,铝,,2026-06-29 13:11:43
600522,中天科技,57.14,-6.77,2483416.0,14717726857.0,195015943115.0,195015943115.0,53.05,5.13,1950.15943115,1950.15943115,600522.SH,江苏,通信设备,主板,20021024,通信设备,,2026-06-29 13:11:43
600690,海尔智家,20.45,3.7,460019.0,931669465.0,191772526343.0,127874431005.0,10.31,1.53,1917.72526343,1278.74431005,600690.SH,山东,家用电器,主板,19931119,家用电器,,2026-06-29 13:11:43
601336,新华保险,60.48,1.48,203264.0,1227977665.0,188670178368.0,126127371283.0,7.26,1.53,1886.70178368,1261.27371283,601336.SH,北京,保险,主板,20111216,保险,,2026-06-29 13:11:43
002281,光迅科技,226.21,-5.88,407389.0,9642090018.12,187203487246.0,176556532206.0,195.06,13.54,1872.03487246,1765.56532206,002281.SZ,湖北,通信设备,主板,20090821,通信设备,,2026-06-29 13:11:43
601688,华泰证券,20.72,1.52,859351.0,1784157942.0,187036617646.0,151396027956.0,9.74,1.05,1870.36617646,1513.96027956,601688.SH,江苏,证券,主板,20100226,证券,,2026-06-29 13:11:43
600406,国电南瑞,23.24,2.2,593005.0,1371134544.0,186658013065.0,186110014005.0,64.7,3.76,1866.58013065,1861.10014005,600406.SH,江苏,电气设备,主板,20031016,电气设备,,2026-06-29 13:11:43
601985,中国核电,9.07,1.57,897745.0,806179690.0,186551778811.0,171271393744.0,22.59,1.55,1865.51778811,1712.71393744,601985.SH,北京,新型电力,主板,20150610,新型电力,,2026-06-29 13:11:43
600188,兖矿能源,18.32,1.89,309612.0,557493525.0,183875129006.0,109211969006.0,11.62,2.4,1838.75129006,1092.11969006,600188.SH,山东,煤炭开采,主板,19980701,煤炭开采,,2026-06-29 13:11:43
601668,中国建筑,4.4,0.0,1833171.0,799432600.0,181809717954.0,181809717954.0,3.27,0.37,1818.09717954,1818.09717954,601668.SH,北京,建筑工程,主板,20090729,建筑工程,,2026-06-29 13:11:43
688521,芯原股份,344.99,2.68,195002.0,6846708159.0,181435510032.0,181435510032.0,-133.08,57.65,1814.35510032,1814.35510032,688521.SH,上海,半导体,科创板,20200818,半导体,,2026-06-29 13:11:43
688146,中船特气,342.4,-11.2,158504.0,5572585671.0,181270588336.0,49638016301.0,447.42,31.45,1812.70588336,496.38016301,688146.SH,河北,半导体,科创板,20230421,半导体,,2026-06-29 13:11:43
600999,招商证券,20.73,1.22,1332218.0,2818064701.0,180279000688.0,153858169289.0,13.78,1.45,1802.79000688,1538.58169289,600999.SH,深圳,证券,主板,20091117,证券,,2026-06-29 13:11:43
000776,广发证券,22.94,2.64,1059328.0,2456959309.9,179501956022.0,135438891194.0,9.53,1.3,1795.01956022,1354.38891194,000776.SZ,广东,证券,主板,19970611,证券,,2026-06-29 13:11:43
300033,同花顺,237.78,-1.74,169789.0,4116188449.05,178962739200.0,104245347131.0,174.81,42.13,1789.627392,1042.45347131,300033.SZ,浙江,软件服务,创业板,20091225,软件服务,,2026-06-29 13:11:43
301526,国际复材,46.38,-11.27,1705573.0,8252946999.34,174893323866.0,65135743769.0,161.83,20.67,1748.93323866,651.35743769,301526.SZ,重庆,玻璃,创业板,20231226,玻璃,,2026-06-29 13:11:43
000988,华工科技,173.0,7.49,929215.0,16222556322.68,173951968311.0,173862518661.0,68.11,15.21,1739.51968311,1738.62518661,000988.SZ,湖北,专用机械,主板,20000608,专用机械,,2026-06-29 13:11:43
601818,光大银行,2.94,-1.01,2049287.0,600400169.0,173711520119.0,136436037749.0,3.79,0.34,1737.11520119,1364.36037749,601818.SH,北京,银行,主板,20100818,银行,,2026-06-29 13:11:43
601995,中金公司,35.96,1.12,334159.0,1214772520.0,173588156973.0,105130586142.0,12.13,1.69,1735.88156973,1051.30586142,601995.SH,北京,证券,主板,20201102,证券,,2026-06-29 13:11:43
002050,三花智控,40.4,-2.65,624545.0,2568587626.73,170003762974.0,148841580333.0,45.82,5.21,1700.03762974,1488.41580333,002050.SZ,浙江,家用电器,主板,20050607,家用电器,,2026-06-29 13:11:43
600111,北方稀土,46.97,-0.61,533694.0,2515409772.0,169799642599.0,169799642599.0,46.25,6.76,1697.99642599,1697.99642599,600111.SH,内蒙,小金属,主板,19970924,小金属,,2026-06-29 13:11:43
300124,汇川技术,62.63,-1.03,274784.0,1724506532.17,169577235013.0,150958010914.0,41.83,4.84,1695.77235013,1509.58010914,300124.SZ,深圳,电器仪表,创业板,20100928,电器仪表,,2026-06-29 13:11:43
600584,长电科技,94.48,-6.35,2446321.0,24258274251.0,169063888574.0,169063888574.0,145.61,5.91,1690.63888574,1690.63888574,600584.SH,江苏,半导体,主板,20030603,半导体,,2026-06-29 13:11:43
601898,中煤能源,12.71,1.6,273943.0,342349743.0,168517611814.0,116321925084.0,10.96,1.03,1685.17611814,1163.21925084,601898.SH,北京,煤炭开采,主板,20080201,煤炭开采,,2026-06-29 13:11:43
000063,中兴通讯,35.05,-1.74,885037.0,3115590759.48,167662897789.0,141168124182.0,31.99,2.19,1676.62897789,1411.68124182,000063.SZ,深圳,通信设备,主板,19971118,通信设备,,2026-06-29 13:11:43
300760,迈瑞医疗,137.7,2.78,121247.0,1644368014.14,166953179954.0,166809681269.0,17.92,4.37,1669.53179954,1668.09681269,300760.SZ,深圳,医疗保健,创业板,20181016,医疗保健,,2026-06-29 13:11:43
600025,XD华能水,8.96,1.7,225025.0,199071041.0,166934604543.0,166934604543.0,27.04,2.49,1669.34604543,1669.34604543,600025.SH,云南,水力发电,主板,20171215,水力发电,,2026-06-29 13:11:43
301200,大族数控,340.02,-8.3,31867.0,1142136071.36,166272412095.0,144589449581.0,128.73,15.05,1662.72412095,1445.89449581,301200.SZ,深圳,专用机械,创业板,20220228,专用机械,,2026-06-29 13:11:43
600031,三一重工,18.01,1.87,881421.0,1574116009.0,165602029910.0,152623764566.0,16.69,1.83,1656.0202991,1526.23764566,600031.SH,北京,工程机械,主板,20030703,工程机械,,2026-06-29 13:11:43
002352,顺丰控股,31.4,1.88,221849.0,686158799.64,165330673649.0,149778376141.0,16.36,1.68,1653.30673649,1497.78376141,002352.SZ,深圳,仓储物流,主板,20100205,仓储物流,,2026-06-29 13:11:43
600887,伊利股份,24.69,1.73,475918.0,1158806951.0,156173154868.0,155397124811.0,7.24,2.9,1561.73154868,1553.97124811,600887.SH,内蒙,乳制品,主板,19960312,乳制品,,2026-06-29 13:11:43
300857,协创数据,318.15,-4.31,174058.0,5809358152.75,155690851176.0,154894508364.0,51.87,30.41,1556.90851176,1548.94508364,300857.SZ,深圳,IT设备,创业板,20200727,IT设备,,2026-06-29 13:11:43
000792,盐湖股份,29.09,0.62,518397.0,1495884073.67,153931845218.0,153930473042.0,12.71,3.44,1539.31845218,1539.30473042,000792.SZ,青海,农药化肥,主板,19970904,农药化肥,,2026-06-29 13:11:43
302132,中航成飞,56.91,-0.3,47882.0,271441746.0,152068720208.0,33353215188.0,197.25,7.46,1520.68720208,333.53215188,302132.SZ,陕西,航空,创业板,20100827,航空,,2026-06-29 13:11:43
601766,中国中车,5.27,0.96,1334695.0,695798886.0,151243013744.0,128207495713.0,11.19,0.86,1512.43013744,1282.07495713,601766.SH,北京,运输设备,主板,20080818,运输设备,,2026-06-29 13:11:43
600362,江西铜业,43.5,2.62,457745.0,1997103049.0,150628729118.0,90273262118.0,13.37,1.79,1506.28729118,902.73262118,600362.SH,江西,铜,主板,20020111,铜,,2026-06-29 13:11:43
600989,宝丰能源,20.5,-1.16,459965.0,945483083.0,150333880000.0,150333880000.0,10.27,3.06,1503.3388,1503.3388,600989.SH,宁夏,化工原料,主板,20190516,化工原料,,2026-06-29 13:11:43
002353,杰瑞股份,146.78,-9.13,191877.0,2912077986.72,150281559168.0,101430647910.0,63.87,6.6,1502.81559168,1014.3064791,002353.SZ,山东,化工机械,主板,20100205,化工机械,,2026-06-29 13:11:43
601872,招商轮船,18.4,-5.93,1437173.0,2689826463.0,148571508437.0,148571508437.0,13.44,3.3,1485.71508437,1485.71508437,601872.SH,上海,水运,主板,20061201,水运,,2026-06-29 13:11:43
