ticker,date,open,high,low,close,volume,vwap,transactions
VRTX,2024-06-17,479.13,479.15,473.11,473.69,1190217.0,475.3819,30708
VRTX,2024-06-18,473.4,476.37,466.51,467.28,1230804.0,469.2174,31169
VRTX,2024-06-20,466.18,473.28,463.23,471.38,1409844.0,469.2235,37876
VRTX,2024-06-21,464.39,472.56,464.39,468.71,2825832.0,467.9383,34345
VRTX,2024-06-24,472.72,477.555,468.12,474.95,1188598.0,474.0693,31386
VRTX,2024-06-25,478.3,483.9222,471.3101,473.82,1195842.0,474.7081,30802
VRTX,2024-06-26,471.72,481.14,469.945,474.0,1272331.0,474.4742,27685
VRTX,2024-06-27,476.77,477.84,472.11,472.51,959734.0,473.7627,26289
VRTX,2024-06-28,473.21,477.31,467.67,468.72,3234634.0,469.8795,32809
VRTX,2024-07-01,467.94,478.96,467.855,471.25,950626.0,472.3659,25039
VRTX,2024-07-02,469.76,477.93,467.41,473.78,852595.0,473.8706,24532
VRTX,2024-07-03,477.52,477.52,466.01,470.28,708683.0,470.6359,18846
VRTX,2024-07-05,472.14,476.57,471.76,474.57,848818.0,474.3502,22152
VRTX,2024-07-08,473.0,483.0,471.82,481.89,774585.0,480.6107,27370
VRTX,2024-07-09,485.0,487.95,480.47,485.99,754018.0,485.4122,22418
VRTX,2024-07-10,487.34,491.76,485.77,491.62,855061.0,490.0233,24155
VRTX,2024-07-11,491.33,495.23,489.01,492.13,888494.0,491.9436,25113
VRTX,2024-07-12,496.06,496.71,488.445,488.74,839838.0,490.617,26138
VRTX,2024-07-15,488.445,494.39,485.86,490.85,827658.0,491.6189,26458
VRTX,2024-07-16,493.25,496.93,488.0912,488.98,813150.0,490.3744,24834
VRTX,2024-07-17,489.95,493.49,478.78,488.37,1697385.0,486.7413,39592
VRTX,2024-07-18,488.37,493.28,486.2,488.12,1473013.0,489.1023,32334
VRTX,2024-07-19,490.73,495.79,489.07,491.57,1691755.0,491.7094,29177
VRTX,2024-07-22,497.0,498.77,491.52,495.91,966173.0,494.9979,23394
VRTX,2024-07-23,494.69,495.35,487.98,490.32,821275.0,492.0085,23706
VRTX,2024-07-24,488.46,491.99,486.25,490.8,967464.0,490.4481,23126
VRTX,2024-07-25,494.0,503.99,490.7,492.26,990474.0,494.6505,31002
VRTX,2024-07-26,493.14,502.97,492.165,495.26,774126.0,497.8307,25120
VRTX,2024-07-29,495.12,501.57,493.85,498.15,694587.0,498.4808,21746
VRTX,2024-07-30,499.7,506.1499,498.6,502.6,1036515.0,502.2469,28760
VRTX,2024-07-31,507.04,507.8,495.29,495.72,1351619.0,498.6355,31236
VRTX,2024-08-01,495.85,510.635,495.85,505.78,1893044.0,505.0533,41641
VRTX,2024-08-02,491.5,508.65,491.0,494.46,1554817.0,495.9942,38835
VRTX,2024-08-05,469.56,483.81,463.38,476.91,2231420.0,476.5407,54185
VRTX,2024-08-06,474.01,481.7,472.8,474.29,1626394.0,476.3363,41235
VRTX,2024-08-07,476.75,477.9,465.45,465.89,1650242.0,467.7388,40040
VRTX,2024-08-08,466.29,472.66,463.82,465.96,1545062.0,466.7329,35974
VRTX,2024-08-09,465.05,469.43,462.13,468.45,791680.0,467.3571,26461
VRTX,2024-08-12,466.96,467.55,462.28,464.51,828404.0,464.3275,22624
VRTX,2024-08-13,463.49,469.27,458.04,467.59,1141527.0,465.6118,30271
VRTX,2024-08-14,464.55,471.96,463.51,471.44,1068139.0,470.1676,23135
VRTX,2024-08-15,471.44,475.29,468.6598,472.0,1307215.0,472.2319,26222
VRTX,2024-08-16,474.03,477.67,469.91,477.37,1181337.0,475.0383,20317
VRTX,2024-08-19,477.01,488.39,476.0,488.05,895898.0,485.3737,22358
VRTX,2024-08-20,488.72,491.1239,483.53,487.37,921816.0,486.8529,24158
VRTX,2024-08-21,489.27,491.8797,485.97,486.11,810296.0,487.2382,19161
VRTX,2024-08-22,486.47,488.44,479.71,479.89,1112379.0,481.6979,23838
VRTX,2024-08-23,482.39,486.77,481.19,481.24,999698.0,482.5545,19626
VRTX,2024-08-26,481.98,485.0,481.46,482.64,877660.0,482.9097,19920
VRTX,2024-08-27,482.76,483.45,476.38,480.3,1062192.0,479.4847,23141
VRTX,2024-08-28,481.89,493.94,480.045,489.73,942358.0,489.7894,23254
VRTX,2024-08-29,491.19,497.5,487.93,493.35,706711.0,493.797,24637
VRTX,2024-08-30,495.67,500.25,492.29,495.89,1809680.0,496.1247,28375
VRTX,2024-09-03,492.65,493.0,474.58,475.7,1783073.0,478.6309,47259
VRTX,2024-09-04,476.82,480.14,472.83,478.57,872268.0,477.2245,27790
VRTX,2024-09-05,477.73,477.73,463.41,468.57,832973.0,467.5871,28465
VRTX,2024-09-06,467.92,471.89,463.04,468.0,1090355.0,468.1645,27378
VRTX,2024-09-09,472.23,473.68,468.965,471.11,775633.0,471.3046,24118
VRTX,2024-09-10,471.53,473.105,466.03,470.78,720096.0,470.0993,22540
VRTX,2024-09-11,469.07,476.11,460.69,474.74,947550.0,470.1274,27846
VRTX,2024-09-12,474.74,479.51,468.46,478.65,738368.0,476.6914,21118
VRTX,2024-09-13,480.0,486.06,478.75,485.37,700870.0,483.8088,19218
VRTX,2024-09-16,490.0,490.15,483.95,489.43,695534.0,488.4288,20392
VRTX,2024-09-17,486.42,487.2301,477.17,481.26,1266239.0,480.7377,26720
