ticker,date,open,high,low,close,volume,vwap,transactions,turnover
002410,2026-05-06,10.83,11.05,10.82,10.97,40384784.0,,,0.02572085231634949
002410,2026-05-07,11.02,11.19,10.89,11.17,43426447.0,,,0.027658071166377373
002410,2026-05-08,11.1,11.35,11.08,11.12,44941568.0,,,0.028623043604570922
002410,2026-05-11,11.22,11.23,11.09,11.18,38671123.0,,,0.024629430817071748
002410,2026-05-12,11.18,11.19,10.81,10.83,47173431.0,,,0.03004450517815083
002410,2026-05-13,10.8,10.97,10.73,10.94,29797752.0,,,0.018978028421575997
002410,2026-05-14,10.97,11.15,10.62,10.63,42100578.0,,,0.026813632311886385
002410,2026-05-15,10.63,10.68,10.22,10.26,51144430.0,,,0.03257361314186735
002410,2026-05-18,10.2,10.31,10.07,10.21,31609601.0,,,0.0201319853313994
002410,2026-05-19,10.21,10.47,10.18,10.44,31205365.0,,,0.019874529591213892
002410,2026-05-20,10.38,10.38,10.08,10.13,31030115.0,,,0.019762913806208326
002410,2026-05-21,10.21,10.36,10.06,10.07,35894820.0,,,0.02286121832772333
002410,2026-05-22,10.08,10.18,9.88,9.92,33144745.0,,,0.021109710310894893
002410,2026-05-25,9.9,10.02,9.76,9.96,26631033.0,,,0.01696116207591527
002410,2026-05-26,9.97,10.04,9.8,9.94,24635869.0,,,0.015690452825844817
002410,2026-05-27,9.9,10.04,9.75,9.78,26856555.0,,,0.017104795828075184
002410,2026-05-28,9.76,9.77,9.4,9.64,34456041.0,,,0.021944867699851583
002410,2026-05-29,10.01,10.45,9.86,9.9,60563283.0,,,0.0385724300973426
002410,2026-06-01,9.9,10.22,9.9,10.11,44636647.0,,,0.028428841055186144
002410,2026-06-02,10.15,10.32,10.08,10.1,40045375.0,,,0.02550468454474918
002410,2026-06-03,10.03,10.05,9.64,9.72,43880598.0,,,0.027947317502332085
002410,2026-06-04,9.62,9.71,9.32,9.37,35615372.0,,,0.02268323939540815
002410,2026-06-05,9.37,9.7,9.37,9.47,30519243.0,,,0.019437542169589987
002410,2026-06-08,9.21,9.43,9.07,9.16,32143851.0,,,0.020472246290824357
002410,2026-06-09,9.21,9.42,9.0,9.39,31410107.0,,,0.020004928672832205
002410,2026-06-10,9.28,9.38,9.09,9.18,22838906.0,,,0.014545976729576868
002410,2026-06-11,9.08,9.12,8.78,8.85,31025662.0,,,0.01976007771439303
002410,2026-06-12,8.93,9.04,8.8,8.95,31172651.0,,,0.019853694220083096
002410,2026-06-15,8.98,9.15,8.95,9.05,26151826.0,,,0.016655957707954284
002410,2026-06-16,9.0,9.02,8.8,8.83,30581036.0,,,0.019476897799848753
002410,2026-06-17,8.8,8.86,8.68,8.85,24479887.0,,,0.015591108726690818
002410,2026-06-18,8.78,8.92,8.66,8.78,23622199.0,,,0.01504485183990135
002410,2026-06-22,8.7,8.92,8.52,8.89,36911016.0,,,0.023508428109518007
002410,2026-06-23,8.86,8.97,8.69,8.73,26314360.0,,,0.016759474740765095
002410,2026-06-24,8.75,8.75,8.43,8.53,25796279.0,,,0.016429511730713917
002410,2026-06-25,8.52,8.56,8.33,8.39,27021185.0,,,0.01720964779204361
002410,2026-06-26,8.33,8.34,8.0,8.02,35215284.0,,,0.022428425494173874
002410,2026-06-29,8.02,8.19,7.88,8.12,27768020.0,,,0.017685302997719116
002410,2026-06-30,8.1,8.2,8.05,8.16,21504075.0,,,0.013695830025355666
002410,2026-07-01,8.16,8.47,8.16,8.39,30589450.0,,,0.019482256631318293
002410,2026-07-02,8.4,8.54,8.31,8.34,26677284.0,,,0.016990619089737192
