ticker,date,open,high,low,close,volume,vwap,transactions,turnover
688409,2026-05-06,127.66,135.52,123.89,125.59,,,,
688409,2026-05-07,127.71,127.71,121.51,126.58,,,,
688409,2026-05-08,123.0,124.15,119.01,121.56,,,,
688409,2026-05-11,122.15,124.66,116.0,122.9,,,,
688409,2026-05-12,120.2,133.0,119.05,130.51,,,,
688409,2026-05-13,127.13,135.0,124.19,133.57,,,,
688409,2026-05-14,133.0,148.0,132.0,142.03,,,,
688409,2026-05-15,144.28,168.0,141.51,162.27,,,,
688409,2026-05-18,158.09,176.8,155.74,169.85,,,,
688409,2026-05-19,168.16,181.88,163.1,174.9,,,,
688409,2026-05-20,172.78,188.28,168.01,187.5,,,,
688409,2026-05-21,181.9,188.0,163.58,163.58,,,,
688409,2026-05-22,165.0,173.3,160.01,167.07,,,,
688409,2026-05-25,165.0,177.5,160.0,173.44,,,,
688409,2026-05-26,171.5,175.0,159.5,164.0,,,,
688409,2026-05-27,165.0,171.0,158.13,158.8,,,,
688409,2026-05-28,158.21,165.78,155.55,163.37,,,,
688409,2026-05-29,166.64,166.95,148.52,150.51,,,,
688409,2026-06-01,150.99,153.72,142.02,142.1,,,,
688409,2026-06-02,144.28,145.01,139.3,140.0,,,,
688409,2026-06-03,141.05,149.5,140.01,143.36,,,,
688409,2026-06-04,142.16,150.34,140.25,146.99,,,,
688409,2026-06-05,143.86,153.08,140.32,145.3,,,,
688409,2026-06-08,137.9,145.5,134.64,137.16,,,,
688409,2026-06-09,141.0,164.59,140.0,164.59,,,,
688409,2026-06-10,166.65,174.36,159.3,165.0,,,,
688409,2026-06-11,165.93,178.57,165.0,175.68,,,,
688409,2026-06-12,197.88,197.88,179.0,182.0,,,,
688409,2026-06-15,187.46,195.36,180.08,191.96,,,,
688409,2026-06-16,191.98,197.84,186.98,189.54,,,,
688409,2026-06-17,185.0,202.25,185.0,200.8,,,,
688409,2026-06-18,201.0,207.8,196.78,203.3,,,,
688409,2026-06-22,201.27,210.31,195.1,204.0,,,,
688409,2026-06-23,200.33,211.58,198.01,204.98,,,,
688409,2026-06-24,204.0,228.5,198.36,221.32,,,,
688409,2026-06-25,225.75,239.97,215.0,229.0,,,,
688409,2026-06-26,220.92,274.8,219.5,274.8,,,,
688409,2026-06-29,275.0,300.0,262.86,298.0,,,,
688409,2026-06-30,290.36,315.0,283.0,306.25,,,,
688409,2026-07-01,298.23,333.33,286.05,295.34,,,,
688409,2026-07-02,285.0,286.05,242.0,248.07,,,,
